venue_id,name,address,lat,lng,cuisines,dietary_tags,price_tier,health_score,source,source_url,rating,review_count
642e6a9970169525,鶏とセイロ蒸 キンクラ 十条店,東京都 北区 上十条2-24-12 2F,35.76105282665168,139.72132993216533,"['居酒屋', '鳥料理', '焼酎バー']",[],2,,tabelog,https://tabelog.com/tokyo/A1323/A132304/13285254/,3.3,56
0ead86a53dece1ce,lavino,東京都 台東区 上野5-1-2 第一協立ビル 3F,35.70286054888368,139.7752817418628,"['シュラスコ', '居酒屋', 'イタリアン']",[],2,,tabelog,https://tabelog.com/tokyo/A1311/A131101/13294326/,3.08,20
87a433defc4e0c29,ほそ川,東京都 新宿区 神楽坂3-6 神楽坂館 1F,35.70080503788965,139.73953118343925,"['日本料理', '海鮮', '日本酒バー']",['fish'],4,,tabelog,https://tabelog.com/tokyo/A1309/A130905/13222581/,3.13,22
5052385a26620faa,大市,東京都 中央区 日本橋人形町2-11-10 コフジビル 1F,35.685256478989395,139.78434291096823,"['居酒屋', 'すき焼き', 'もんじゃ焼き']",[],2,,tabelog,https://tabelog.com/tokyo/A1302/A130204/13111715/,3.38,110
580633390e411f52,だんだん横丁 個室居酒屋 鳥八 新小岩店,東京都 葛飾区 新小岩1-24-5 だんだん横丁 1F,35.715425645536165,139.85775709155132,"['居酒屋', '焼き鳥', '鳥料理']",[],1,,tabelog,https://tabelog.com/tokyo/A1312/A131204/13273635/,3.0,7
d670f62ef5bc62e9,らふ五反田,東京都 品川区 西五反田1-30-6 モリカワビル 1F,35.624629196283415,139.72231264901322,"['日本料理', '居酒屋', '創作料理']",[],3,,tabelog,https://tabelog.com/tokyo/A1316/A131603/13317137/,3.11,41
1ad5b39912c4e7f2,牛たん食べ放題 仙台ホルモン焼肉酒場 ときわ亭 高田馬場店,東京都 新宿区 高田馬場2-14-8 NTビル 2F,35.712849537871406,139.70625158358422,"['焼肉', '居酒屋', 'ホルモン']",['meat'],1,,tabelog,https://tabelog.com/tokyo/A1305/A130503/13257127/,3.04,38
f48619082b7ebbbb,下北商店 下北沢店,東京都 世田谷区 北沢2-14-4 下北沢ビル B1F,35.65978501869812,139.66748049423717,"['居酒屋', '焼き鳥', '海鮮']",['fish'],2,,tabelog,https://tabelog.com/tokyo/A1318/A131802/13308409/,3.33,59
e2930d28eb78cc04,平川,東京都 千代田区 飯田橋3-10-8 ホテルメトロポリタンエドモント 本館　B1Ｆ,35.70091173789262,139.7490684834336,"['日本料理', '海鮮', 'すき焼き']",['fish'],3,,tabelog,https://tabelog.com/tokyo/A1309/A130905/13011164/,3.42,113
4baffa6dd0b53cc2,コメダイズ 東銀座店,東京都 中央区 築地1-13-1 銀座松竹スクエア 1F,35.66802573792,139.76946098308716,"['カフェ', 'パンケーキ', 'ハンバーガー']",[],1,,tabelog,https://tabelog.com/tokyo/A1301/A130101/13248502/,3.49,372
8aab1b9e8312630c,火入れ 信州炉端 串の蔵 代々木店,東京都 渋谷区 千駄ヶ谷5-20-23 クレール代々木 3F,35.68291359622666,139.7038140416975,"['居酒屋', '焼き鳥', 'ろばた焼き']",[],2,,tabelog,https://tabelog.com/tokyo/A1304/A130403/13315891/,3.05,8
51ef7af4013d0e7b,すし土風炉 大井町店,東京都 品川区 東大井5-2-13 大井町大井ビル 1F・2F,35.607807337947406,139.7354737825027,"['居酒屋', '海鮮', '寿司']",['fish'],2,,tabelog,https://tabelog.com/tokyo/A1315/A131501/13028351/,3.09,117
00d7a44508a7395c,鴻元食坊 大岡山店,東京都 大田区 北千束1-28-2 モアイ大岡山　1F,35.61132483792938,139.68583768257304,"['中華料理', '火鍋', '居酒屋']",[],1,,tabelog,https://tabelog.com/tokyo/A1317/A131711/13043961/,3.33,76
a50c817ad2e896df,canton8 銀座店,東京都 中央区 銀座8-2-1 ニッタビル 8F,35.669987960099185,139.7597370463621,"['中華料理', '飲茶・点心']",[],2,,tabelog,https://tabelog.com/tokyo/A1301/A130103/13273804/,3.49,907
04b50fa2c135b381,串しん坊,東京都 杉並区 阿佐ヶ谷南2-20-9,35.70488133785479,139.63822438355143,"['焼き鳥', '居酒屋', '串焼き']",[],1,,tabelog,https://tabelog.com/tokyo/A1319/A131905/13142748/,3.28,71
14fc269e17b09d7b,遊山 新宿店,東京都 新宿区 新宿3-34-11 新宿ピースビル 3F,35.69058004009388,139.7027597191152,"['居酒屋', '串焼き', '日本酒バー']",[],2,,tabelog,https://tabelog.com/tokyo/A1304/A130401/13217244/,3.09,99
d0132d726f842a66,匠達広 はなれ,東京都 新宿区 新宿1-12-15 東洋ビル 1Ｆ,35.688757438694225,139.7129967144979,"['寿司', '日本料理', '海鮮']",['fish'],4,,tabelog,https://tabelog.com/tokyo/A1304/A130402/13230721/,3.03,8
54779e22b464020d,麻布 しき 本店,東京都 港区 麻布十番3-3-4 サンピアビル 3F,35.65374473791836,139.73583398296648,"['うなぎ', '日本料理', 'ふぐ']",['fish'],3,,tabelog,https://tabelog.com/tokyo/A1307/A130702/13058681/,3.41,203
4fb31c987d337531,恵比寿 鮨 暁天,東京都 渋谷区 恵比寿西1-9-5 東急ステイ渋谷恵比寿 B1F,35.64704663871923,139.70832878407987,['寿司'],[],3,,tabelog,https://tabelog.com/tokyo/A1303/A130302/13320833/,3.09,90
206821db8d401f50,三代目 鳥メロ 新宿南口店,東京都 新宿区 新宿3-34-16 池田プラザビル 3F,35.690436337884655,139.70317118335998,"['焼き鳥', '居酒屋', 'もつ鍋']",[],1,,tabelog,https://tabelog.com/tokyo/A1304/A130401/13210546/,3.06,82
9e26fa4ae2e647c5,寿司 久寿美,東京都 中央区 銀座8-5-10 金成ビル　２階,35.66857653791665,139.76000578309933,"['寿司', '海鮮', '日本料理']",['fish'],4,,tabelog,https://tabelog.com/tokyo/A1301/A130103/13113637/,3.21,35
3da4e025292881d6,大衆居酒屋 とりいちず 赤羽東口駅前店,東京都 北区 赤羽1-8-3 赤羽商事ビル 5F,35.77861262117169,139.7216768726448,"['居酒屋', '焼き鳥', '水炊き']",[],1,,tabelog,https://tabelog.com/tokyo/A1323/A132305/13244359/,3.05,64
131bed3cc8804bcd,人形町 なな福,東京都 中央区 日本橋人形町2-6-11 五十番ビル 1F,35.686054413168314,139.78304027789454,"['日本料理', '海鮮', '居酒屋']",['fish'],3,,tabelog,https://tabelog.com/tokyo/A1302/A130204/13284683/,3.34,78
32a78f7f091d9b4a,ラシーヌ ファーム トゥー パーク,東京都 豊島区 南池袋2-21-1 豊島区南池袋公園,35.7277907378646,139.71471428372922,"['カフェ', 'イタリアン', 'パン']",[],2,,tabelog,https://tabelog.com/tokyo/A1305/A130501/13193914/,3.49,1371
e0e1396132fd76f2,韓流館,東京都 港区 新橋2-16-1 ニュー新橋ビル B1F,35.66629043791726,139.75739038307808,"['韓国料理', '焼肉']",['meat'],2,,tabelog,https://tabelog.com/tokyo/A1301/A130103/13029626/,3.33,119
fb244017a4e9035a,サイアム セラドン ポートシティ竹芝店,東京都 港区 海岸1-7-1 東京ポ-トシティ竹芝オフィスタワー 2F,35.65506096581276,139.76089485969408,"['タイ料理', 'カレー']",[],2,,tabelog,https://tabelog.com/tokyo/A1314/A131401/13250739/,3.29,123
b6aacc0675e6cc54,常笑,東京都 中野区 中野5-56-15,35.708264937861614,139.66636348356585,['居酒屋'],[],2,,tabelog,https://tabelog.com/tokyo/A1319/A131902/13147685/,3.51,348
90ee2cd5ef6a8701,ビストロ・ラ・クッチーナ,東京都 渋谷区 宇田川町32-6 長崎ビル B1F,35.66106413790142,139.69723308306746,"['イタリアン', 'パスタ', 'ワインバー']",[],2,,tabelog,https://tabelog.com/tokyo/A1303/A130301/13001910/,3.46,372
a727de157c7d23dd,ピッツェリア メリプリンチペッサ 渋谷店,東京都 渋谷区 円山町22-11 ソレイユNS 1F,35.6561416270797,139.69405063912185,"['イタリアン', 'ピザ', 'パスタ']",[],2,,tabelog,https://tabelog.com/tokyo/A1303/A130301/13112030/,3.55,563
60e622f0ed702b30,銀座 鮨 わたなべ,東京都 中央区 銀座4-8-13 銀座蟹睦会館　2F,35.67102297363804,139.76685001908763,['寿司'],[],4,,tabelog,https://tabelog.com/tokyo/A1301/A130101/13302032/,3.16,15
8e1b3441587d2881,atelier de terrine maison okei,東京都 世田谷区 豪徳寺1-45-9 1F,35.6543323378898,139.64734028303442,"['フレンチ', 'ビストロ', 'ワインバー']",[],2,,tabelog,https://tabelog.com/tokyo/A1318/A131813/13261984/,3.41,176
529d52e25e2098c7,saru apero bistro,東京都 目黒区 自由が丘1-3-14 伊勢元ビル 1F,35.608437433992684,139.6707689357196,"['ビストロ', 'ヨーロッパ料理']",[],3,,tabelog,https://tabelog.com/tokyo/A1317/A131703/13228063/,3.55,248
b477ab9483effa02,焼肉凛 半蔵門,東京都 千代田区 麹町1-6-11 Gポイントビル 1F,35.68433103790107,139.74254048327072,['焼肉'],['meat'],3,,tabelog,https://tabelog.com/tokyo/A1308/A130803/13198468/,3.14,28
7c1c2e1ee9f15d75,韓国料理 土火土火,東京都 中央区 八重洲1-4-9,35.68242706759506,139.7715882714064,"['韓国料理', '焼肉', '居酒屋']",['meat'],2,,tabelog,https://tabelog.com/tokyo/A1302/A130202/13027629/,3.26,175
9143ba4a7512fa33,トラットリア・エテルニータ,東京都 世田谷区 玉川3-10-7 ナカヒコビル　Ｂ１Ｆ,35.613749537908745,139.62587888263954,"['イタリアン', '肉料理', 'パスタ']",['meat'],3,,tabelog,https://tabelog.com/tokyo/A1317/A131708/13022364/,3.31,71
df79fbba34eb6613,大衆酒場ヒッキー 虎ノ門,東京都 港区 虎ノ門1-16-4 アーバン虎ノ門ビル B1F,35.66843513871859,139.74898928426742,"['居酒屋', '創作料理']",[],2,,tabelog,https://tabelog.com/tokyo/A1308/A130802/13310895/,3.08,11
ce135137b1825eee,個室居酒屋 酒語り 蒲田駅前店,東京都 大田区 西蒲田7-5-6 蒲田西口駅前共同ビル 5F,35.563469412722405,139.7154256307287,"['居酒屋', '牛タン', '焼き鳥']",[],2,,tabelog,https://tabelog.com/tokyo/A1315/A131503/13313968/,3.17,169
1ba889e1304d7bcf,魚虎千両,東京都 多摩市 関戸2-24-26 加瀬ビル B1F,35.65083371863423,139.4489924042999,"['海鮮', '日本料理', '居酒屋']",['fish'],2,,tabelog,https://tabelog.com/tokyo/A1327/A132702/13152034/,3.18,25
034a648dc6958927,五反田 蟹仙,東京都 品川区 西五反田1-18-1 Gotanda ex 6F-2,35.62376248873867,139.7229677438344,"['かに', '鍋', '居酒屋']",['fish'],3,,tabelog,https://tabelog.com/tokyo/A1316/A131603/13306017/,3.11,36
b580b89ea8fdeae2,鮨 きよし,東京都 中央区 銀座7-3-8 Ginza 7th Place 9F-A,35.67019193791579,139.76055058311528,['寿司'],[],4,,tabelog,https://tabelog.com/tokyo/A1301/A130101/13233807/,3.53,353
5c5d3f6156678828,マイペンライ,東京都 町田市 原町田6-17-1 藤ビル　２Ｆ,35.54483413789556,139.44702368206882,"['タイ料理', 'カレー', 'アジア・エスニック']",[],1,,tabelog,https://tabelog.com/tokyo/A1327/A132701/13010320/,3.49,522
b88ba9a9e3018b5c,shanghai dining 状元樓,東京都 目黒区 自由が丘1-3-13 ジェイ・プラザ自由が丘,35.60858631061564,139.67097835591716,"['中華料理', '飲茶・点心', '小籠包']",[],3,,tabelog,https://tabelog.com/tokyo/A1317/A131703/13284292/,3.46,237
bb3457436be8ccd6,天ぷら 逢坂,東京都 港区 西新橋2-13-16 多田ビル　１Ｆ,35.667135637914846,139.75151538309075,['天ぷら'],[],4,,tabelog,https://tabelog.com/tokyo/A1308/A130802/13007533/,3.59,370
ba822ff6112751f5,しゃぶしゃぶ 温野菜 豊洲店,東京都 江東区 豊洲3-3-9 豊洲センタービル アネックスB1,35.65570823793665,139.7971685829433,"['しゃぶしゃぶ', 'ビュッフェ', '居酒屋']",[],2,,tabelog,https://tabelog.com/tokyo/A1313/A131307/13041046/,3.06,85
f67f89d0c489a598,東京馬焼肉 三馬力,東京都 豊島区 池袋2-35-2 第三工藤ビル 1F,35.733259437858685,139.70700868378984,"['馬肉料理', '焼肉', '居酒屋']",['meat'],2,,tabelog,https://tabelog.com/tokyo/A1322/A132202/13157181/,3.46,370
0cd99a00ee7fccad,海鮮酒場ざっくばらん,東京都 目黒区 自由が丘1-23-4 樋口ビル1F,35.61115453872976,139.6698083837443,"['居酒屋', '海鮮', 'おでん']",['fish'],2,,tabelog,https://tabelog.com/tokyo/A1317/A131703/13295128/,3.22,48
fbbbd97b0671cb61,シュマッツ ルミネ池袋,東京都 豊島区 西池袋1-11-1 ルミネ池袋店 9F,35.72897643786223,139.70961278374475,"['ビアホール', 'バル', 'ビアバー']",[],2,,tabelog,https://tabelog.com/tokyo/A1305/A130501/13233128/,3.12,133
5d59fc38588607b5,多摩センター邸,東京都 多摩市 落合1-8-1 ウィステリアビル 9F,35.625834889132875,139.4248738340496,"['居酒屋', '牛タン', '鳥料理']",[],2,,tabelog,https://tabelog.com/tokyo/A1327/A132702/13297649/,3.07,31
333121dfb555a239,オボンジップ 新大久保店,東京都 新宿区 大久保2-26-4 3F,35.701602210422465,139.7036719136545,"['韓国料理', '居酒屋', '海鮮']",['fish'],2,,tabelog,https://tabelog.com/tokyo/A1304/A130404/13315506/,3.27,95
5270bec36ae92737,lima grill,東京都 港区 赤坂3-21-12 赤坂一ツ木ビル 1F,35.67640046675468,139.7357740190233,"['ペルー料理', '中南米料理', 'ダイニングバー']",[],2,,tabelog,https://tabelog.com/tokyo/A1308/A130801/13305897/,3.16,28
97339c10a5d61f18,東京串焼倶楽部 秋葉原店,東京都 千代田区 外神田1-18-19 秋葉原プロジェクトビル 5F,35.698795373486675,139.77215274444936,"['居酒屋', '焼き鳥', '日本酒バー']",[],2,,tabelog,https://tabelog.com/tokyo/A1310/A131001/13240138/,3.09,59
aea1fe40d01cc5c1,居酒屋とみ 浅草橋店,東京都 台東区 柳橋1-13-4 丹波ビル 4F,35.69697289871234,139.78627827452954,"['居酒屋', '豚しゃぶ', '海鮮']",['fish'],2,,tabelog,https://tabelog.com/tokyo/A1311/A131103/13300775/,3.31,205
0a9b1d0ef7d42ff5,asian dining & bar sapana 赤坂見附店,東京都 千代田区 永田町2-13-10 プルデンシャルタワー 1F,35.67598163790508,139.73848188318922,"['アジア・エスニック', '居酒屋', 'タイ料理']",[],2,,tabelog,https://tabelog.com/tokyo/A1308/A130801/13150204/,3.08,116
d87bb217632ad457,gentle dining,東京都 渋谷区 神宮前5-47-6 1F,35.663815216316266,139.70798190660327,"['イタリアン', 'スペイン料理', 'ワインバー']",[],3,,tabelog,https://tabelog.com/tokyo/A1306/A130602/13251857/,3.51,746
5111d6775603e314,鉄板焼ダイニングkuni,東京都 江東区 毛利1-11-1,35.69069893791997,139.81457718328454,"['鉄板焼き', 'ステーキ', 'ダイニングバー']",[],3,,tabelog,https://tabelog.com/tokyo/A1312/A131201/13198806/,3.3,67
a8dae867675c0941,pigeon,東京都 渋谷区 上原3-1-3 タカタビル 1F,35.667788220239636,139.6816464108391,['フレンチ'],[],4,,tabelog,https://tabelog.com/tokyo/A1318/A131811/13221675/,3.52,72
3ef8f0566d89561a,俺のイタリアンバル 新宿,東京都 新宿区 歌舞伎町1-17-5 1F,35.69412963393431,139.7012430149809,"['イタリアン', 'パスタ', 'バル']",[],2,,tabelog,https://tabelog.com/tokyo/A1304/A130401/13168665/,3.38,654
529c4991bccc6f5a,割烹butai,東京都 港区 高輪2-21-1 ニュウマン高輪 LUFTBAUM 29F,35.63560571737711,139.7388573078878,"['日本料理', '寿司', '海鮮']",['fish'],4,,tabelog,https://tabelog.com/tokyo/A1314/A131403/13311106/,3.19,58
6bcf55dcaa13b1c5,居酒屋 海水 新橋店,東京都 港区 新橋2-8-16 石田ビル 1F,35.667404565505635,139.7563132829828,"['居酒屋', '創作料理', '餃子']",[],2,,tabelog,https://tabelog.com/tokyo/A1301/A130103/13287502/,3.22,38
19423198767908d4,喰い切り 初味,東京都 大田区 蒲田5-44-15 葵ダイアパレス蒲田 101,35.56021256587594,139.716972596649,"['日本料理', '居酒屋', 'かに']",['fish'],2,,tabelog,https://tabelog.com/tokyo/A1315/A131503/13299057/,3.6,103
dfbfe4c214abcd25,たか蔵,東京都 大田区 羽田4-6-8 I STATION 101,35.55045873798757,139.74717388191524,"['焼肉', '居酒屋', 'もつ鍋']",['meat'],2,,tabelog,https://tabelog.com/tokyo/A1315/A131504/13249698/,3.23,45
9401d3f3c5e2e17f,中華料理 品香斎,東京都 港区 虎ノ門5-13-1 虎ノ門40MTビル B1F,35.66347983791536,139.7458276830578,"['中華料理', '餃子', '居酒屋']",[],2,,tabelog,https://tabelog.com/tokyo/A1307/A130704/13284242/,3.16,70
4bc0250a2d09821c,魚秀,東京都 武蔵野市 吉祥寺本町1-23-6,35.70406993783739,139.58194038358266,"['居酒屋', '海鮮', '日本酒バー']",['fish'],2,,tabelog,https://tabelog.com/tokyo/A1320/A132001/13114303/,3.48,432
2e3e2a1d15bbbd84,グリルアンドバー ハナヤ,東京都 新宿区 歌舞伎町2-45-4 若月ビル B1F,35.696604137879866,139.70040018342425,"['ダイニングバー', '中華料理', '居酒屋']",[],2,,tabelog,https://tabelog.com/tokyo/A1304/A130401/13206928/,3.47,311
39f5434be475ff48,品川うお宿 五反田,東京都 品川区 東五反田1-18-5 山口ビル ライオンズマンション東五反田1F,35.626584137932674,139.7265936826986,"['居酒屋', 'ろばた焼き', '揚げ物']",[],2,,tabelog,https://tabelog.com/tokyo/A1316/A131603/13215107/,3.48,447
8da4cf7ee272bccd,餃子市場 東大前店,東京都 文京区 湯島4-4-3 1F,35.70746583789372,139.76560678348824,"['餃子', '居酒屋', '担々麺']",[],1,,tabelog,https://tabelog.com/tokyo/A1311/A131101/13152064/,3.19,62
482f2b303467b422,大衆食堂 てんぐ大ホール 町田旭町店,東京都 町田市 旭町1-2-3 スカイハイツビル 1F,35.553165689319535,139.4391671039286,"['居酒屋', '食堂']",[],1,,tabelog,https://tabelog.com/tokyo/A1327/A132701/13289641/,3.06,43
d876daa6ef67f0a3,池袋 yaoyabal,東京都 豊島区 東池袋1-40-9 第89東京ビル B2F,35.732235037861486,139.71378468377475,"['バル', '野菜料理', '居酒屋']",['veg'],2,,tabelog,https://tabelog.com/tokyo/A1305/A130501/13278580/,3.27,98
a6ca63e7c70c7890,赤坂 おんがね,東京都 港区 赤坂3-6-13 アニマート赤坂 1F,35.673614837906534,139.73829348316545,"['韓国料理', '串焼き']",[],2,,tabelog,https://tabelog.com/tokyo/A1308/A130801/13059524/,3.38,193
c0de72c9eb2043f5,sumadori meets,東京都 渋谷区 神宮前4-11-6 2F,35.66664439465139,139.71007160279365,"['カフェ', 'バー', 'ダイニングバー']",[],1,,tabelog,https://tabelog.com/tokyo/A1306/A130602/13319406/,3.08,9
b095a81996802135,パスターヴォラ ootemori店,東京都 千代田区 大手町1-5-5 大手町タワー　OOTEMORI B2F,35.685605537907534,139.76538298326759,"['パスタ', 'イタリアン']",[],2,,tabelog,https://tabelog.com/tokyo/A1302/A130201/13160884/,3.47,402
4b90b6fefc37beaa,中華バル 酔拳 高円寺,東京都 杉並区 高円寺南3-46-7,35.70362473785888,139.6485188835315,"['居酒屋', '餃子', '中華料理']",[],1,,tabelog,https://tabelog.com/tokyo/A1319/A131904/13284382/,3.25,31
5ead37814b2c5e14,とさか,東京都 新宿区 新宿3-35-13 裕永ビル ２F,35.690170437884646,139.70262798335767,"['鳥料理', '居酒屋', '焼き鳥']",[],2,,tabelog,https://tabelog.com/tokyo/A1304/A130401/13040635/,3.48,752
d39fa12e32f7536f,にくずき,東京都 品川区 大崎1-11-1 ゲートシティ大崎 B1F,35.61884603793902,139.7310963826173,"['焼肉', '居酒屋', '肉料理']",['meat'],3,,tabelog,https://tabelog.com/tokyo/A1316/A131604/13275015/,3.43,404
8e0f49ddc224c956,やきとりの扇屋 浅草店,東京都 台東区 浅草2-1-15 ジュネパレス浅草 1F,35.71315173790034,139.79775168352313,"['焼き鳥', '居酒屋', '串揚げ']",[],1,,tabelog,https://tabelog.com/tokyo/A1311/A131102/13056017/,3.03,44
695ecf3000bade77,ホルモン二郎,東京都 豊島区 巣鴨2-9-3 田中ビル 1F,35.73462983786775,139.73824228378183,"['焼肉', '韓国料理', '居酒屋']",['meat'],2,,tabelog,https://tabelog.com/tokyo/A1323/A132301/13223581/,3.24,120
d894226bf506e3e6,中国料理 陽明殿,東京都 港区 芝公園4-8-1 ザ・プリンス パークタワー東京 B1F,35.65538430101455,139.7470790477644,"['中華料理', '飲茶・点心']",[],3,,tabelog,https://tabelog.com/tokyo/A1314/A131401/13016694/,3.45,210
cfe6167335afcbe9,魚真 乃木坂店,東京都 港区 赤坂9-6-32,35.666767237907614,139.7281170831034,"['海鮮', '居酒屋', '立ち食い寿司']",['fish'],2,,tabelog,https://tabelog.com/tokyo/A1307/A130701/13025693/,3.4,797
99cbbd4272cd895e,酒肴庵 国分寺 恵比寿屋本店,東京都 国分寺市 本町3-6-12 ＦＬＡＴ瀬村　１Ｆ,35.70159024434547,139.47972217987436,"['居酒屋', '鍋', '海鮮']",['fish'],2,,tabelog,https://tabelog.com/tokyo/A1325/A132502/13032896/,3.27,151
c27c3a219eaebba2,釣宿酒場マヅメ 丸の内センタービル店,東京都 千代田区 丸の内1-6-1 丸の内センタービル B1F,35.68430535871392,139.76598839441579,"['居酒屋', '海鮮', '寿司']",['fish'],1,,tabelog,https://tabelog.com/tokyo/A1302/A130201/13292084/,3.26,136
682232e429a9f1d1,赤身焼肉 ホルモン 研磨,東京都 中野区 東中野4-20-20 moon saga,35.70903640564172,139.68721877113572,"['焼肉', 'ホルモン', '居酒屋']",['meat'],2,,tabelog,https://tabelog.com/tokyo/A1319/A131901/13298653/,3.37,93
766dcc15efb58ffa,volte tokyo,東京都 港区 港南2-6-9 5F,35.628567921537474,139.74243566807164,"['ダイニングバー', 'バル', 'ダーツ']",[],2,,tabelog,https://tabelog.com/tokyo/A1314/A131403/13312394/,3.05,4
0d073d749a535f44,鉄板焼き ステーキ sun sho,東京都 港区 赤坂3-10-19 第2対翠館ビル 4F,35.67641123790415,139.73640848319502,"['鉄板焼き', 'ステーキ', '焼肉']",['meat'],3,,tabelog,https://tabelog.com/tokyo/A1308/A130801/13216216/,3.12,33
2f1bb0765a90b542,天津ダック 大手町フィナンシャルシティグランキューブ店,東京都 千代田区 大手町1-9-2 大手町ファイナンシャルシティグランキューブ B1F,35.68808843790577,139.76473938329312,"['中華料理', '餃子', '居酒屋']",[],1,,tabelog,https://tabelog.com/tokyo/A1302/A130201/13195148/,3.29,111
